Time 1s	hr 59.759954885215464
Time 2s	hr 57.33088850359707
Time 3s	hr 64.92691182945661
Time 4s	hr 72.46497849112228
Time 5s	hr 70.61893300441452
Time 6s	hr 70.1661865077563
Time 7s	hr 70.11915911786825
Time 8s	hr 69.48921476556659
Time 9s	hr 59.74102002304396
Time 10s	hr 60.88643409319225
Time 11s	hr 59.56530491345506
Time 12s	hr 60.643573863265814
Time 13s	hr 55.32590693684524
Time 14s	hr 50.27676205334573
Time 15s	hr 47.233593116220675
Time 16s	hr 44.96553841136138
Time 17s	hr 47.05455197781238
Time 18s	hr 47.607632042968255
Time 19s	hr 41.933251977387286
Time 20s	hr 42.44154113912684
Time 21s	hr 35.10404329423698
Time 22s	hr 35.245876822779266
Time 23s	hr 37.714903843599124
Time 24s	hr 36.80134373972969
Time 25s	hr 34.1447689718823
Time 26s	hr 33.312602253204915
Time 27s	hr 30.909114962001635
Time 28s	hr 32.89011960305598
Time 29s	hr 38.44185097683254
Time 30s	hr 41.16570104891598
Time 31s	hr 43.120314496576796
Time 32s	hr 46.01856169642849
Time 33s	hr 49.15414033867613
Time 34s	hr 65.33504676308391
Time 35s	hr 64.2215118873725
Time 36s	hr 67.78548645627401
Time 37s	hr 62.434725794905425
Time 38s	hr 59.86766970024867
Time 39s	hr 63.072383854492166
Time 40s	hr 63.08783735366788
Time 41s	hr 62.40971755361323
Time 42s	hr 64.25096323437863
Time 43s	hr 65.66594035394151
Time 44s	hr 58.915532224569155
Time 45s	hr 56.28300998535578
Time 46s	hr 61.46660801932558
Time 47s	hr 66.86858527571647
Time 48s	hr 69.8369709877208
Time 49s	hr 73.64018157852118
Time 50s	hr 70.83380359108325
Time 51s	hr 63.677019290612286
Time 52s	hr 59.722599804840726
Time 53s	hr 62.1029265383097
Time 54s	hr 63.52975310633319
Time 55s	hr 60.75079246561282
Time 56s	hr 47.769603652983875
Time 57s	hr 37.48088147087365
Time 58s	hr 40.198947718846775
Time 59s	hr 39.931752375804386
Time 60s	hr 39.15367589392081
