Time 1s	hr 80.0671422524894
Time 2s	hr 81.24530539082434
Time 3s	hr 85.60324385451088
Time 4s	hr 70.61277364832922
Time 5s	hr 66.41962591259033
Time 6s	hr 67.86763240936503
Time 7s	hr 61.69832347659741
Time 8s	hr 62.137257219810856
Time 9s	hr 55.18118076486179
Time 10s	hr 52.594582810564134
Time 11s	hr 54.27764753599236
Time 12s	hr 63.219796159941794
Time 13s	hr 67.75321540078443
Time 14s	hr 76.62123183698753
Time 15s	hr 75.24216612790822
Time 16s	hr 76.26473786930211
Time 17s	hr 75.68305136403555
Time 18s	hr 76.7707493208972
Time 19s	hr 73.79783102639598
Time 20s	hr 73.81771203656804
Time 21s	hr 67.80004787915999
Time 22s	hr 65.76478376719885
Time 23s	hr 63.85038577604964
Time 24s	hr 57.74575089120316
Time 25s	hr 55.8747959434986
Time 26s	hr 52.33911006633497
Time 27s	hr 54.43530772445685
Time 28s	hr 57.636069420723686
Time 29s	hr 58.7479614865324
Time 30s	hr 60.13759481694036
Time 31s	hr 57.50487803763776
Time 32s	hr 56.639993495210426
Time 33s	hr 59.607994646318204
Time 34s	hr 64.04551706358278
Time 35s	hr 69.65342818131985
Time 36s	hr 65.61150378822893
Time 37s	hr 66.66183146182476
Time 38s	hr 65.11558321867282
Time 39s	hr 72.69848813139926
Time 40s	hr 79.07496564243448
Time 41s	hr 77.33406617385936
Time 42s	hr 75.37709353988582
Time 43s	hr 78.18539261658246
Time 44s	hr 75.37742181767597
Time 45s	hr 74.0492828008145
Time 46s	hr 71.94554846947739
Time 47s	hr 72.44347256964822
Time 48s	hr 63.753242649305086
Time 49s	hr 64.22394323836645
Time 50s	hr 63.271605800771056
Time 51s	hr 63.168829963185445
Time 52s	hr 70.6813070785705
Time 53s	hr 58.64393396106726
Time 54s	hr 63.91126185458232
Time 55s	hr 56.32318258857841
Time 56s	hr 61.324056284611075
Time 57s	hr 65.17256674637716
Time 58s	hr 69.88490390460609
Time 59s	hr 67.88677300903531
Time 60s	hr 67.85828139279049
