Time 1s	hr 80.62310330273809
Time 2s	hr 77.8769221794365
Time 3s	hr 69.68603369301059
Time 4s	hr 79.95321711757535
Time 5s	hr 79.09569366132527
Time 6s	hr 74.44023229277542
Time 7s	hr 73.58465285775792
Time 8s	hr 72.54494948272144
Time 9s	hr 69.4092337185912
Time 10s	hr 64.55934445581167
Time 11s	hr 72.28329906663289
Time 12s	hr 69.3999442129608
Time 13s	hr 68.69219766229917
Time 14s	hr 60.62862588655092
Time 15s	hr 60.362791240658346
Time 16s	hr 56.905022600895755
Time 17s	hr 60.346902357796225
Time 18s	hr 58.56678551132595
Time 19s	hr 60.84609469369389
Time 20s	hr 56.736884471290885
Time 21s	hr 57.56076290011687
Time 22s	hr 62.144974177984054
Time 23s	hr 67.68595777756576
Time 24s	hr 66.92816318031954
Time 25s	hr 67.86117064529238
Time 26s	hr 70.8095663080348
Time 27s	hr 71.39035981574177
Time 28s	hr 74.82214930988523
Time 29s	hr 81.3911453487766
Time 30s	hr 79.64165014885319
Time 31s	hr 80.47108516063213
Time 32s	hr 73.48311560082217
Time 33s	hr 76.99758689562803
Time 34s	hr 79.94910317093597
Time 35s	hr 79.6972876315582
Time 36s	hr 78.4681286274419
Time 37s	hr 78.2177817697827
Time 38s	hr 76.22480719835077
Time 39s	hr 76.81758815498334
Time 40s	hr 77.78018774481886
Time 41s	hr 80.9973692054463
Time 42s	hr 82.05150128684866
Time 43s	hr 79.2023052501088
Time 44s	hr 78.91213311529518
Time 45s	hr 82.10269550411769
Time 46s	hr 83.60287131274151
Time 47s	hr 83.5476634385571
Time 48s	hr 86.455036881252
Time 49s	hr 85.02304277064138
Time 50s	hr 85.93667850594449
Time 51s	hr 87.18450742096856
Time 52s	hr 88.14699157255507
Time 53s	hr 88.01722109740608
Time 54s	hr 83.8525319062346
Time 55s	hr 78.650769047219
Time 56s	hr 82.68608065168507
Time 57s	hr 78.92056052582552
Time 58s	hr 74.69280250818179
Time 59s	hr 79.30143326767089
Time 60s	hr 78.47620775437136
