Time 1s	hr 44.02711676245116
Time 2s	hr 43.75358665468995
Time 3s	hr 39.32703361592931
Time 4s	hr 43.411593245411645
Time 5s	hr 42.139156135306344
Time 6s	hr 41.09818881309435
Time 7s	hr 47.2059835551081
Time 8s	hr 48.68105674647445
Time 9s	hr 44.586795771533296
Time 10s	hr 39.27552069057945
Time 11s	hr 51.861781141999714
Time 12s	hr 51.861781141999714
Time 13s	hr 53.641615005983816
Time 14s	hr 57.976685813860605
Time 15s	hr 63.7112105046107
Time 16s	hr 62.58214362679044
Time 17s	hr 55.36312143347981
Time 18s	hr 62.090554831365004
Time 19s	hr 56.30695213596045
Time 20s	hr 50.69500681702826
Time 21s	hr 50.94071042551349
Time 22s	hr 52.21030719475507
Time 23s	hr 42.07143821363394
Time 24s	hr 37.53633752074104
Time 25s	hr 35.18661178509213
Time 26s	hr 34.69253129790343
Time 27s	hr 32.20011685690836
Time 28s	hr 32.22880872837003
Time 29s	hr 33.987569884675636
Time 30s	hr 32.444358978793964
Time 31s	hr 33.05555465264997
Time 32s	hr 32.17701908180423
Time 33s	hr 38.206664496741304
Time 34s	hr 41.67314543514098
Time 35s	hr 43.72523451300875
Time 36s	hr 42.77823186078766
Time 37s	hr 43.34811809202655
Time 38s	hr 42.62798524795696
Time 39s	hr 42.33099479672144
Time 40s	hr 46.165419976827856
Time 41s	hr 50.6608994017333
Time 42s	hr 50.58392212918224
Time 43s	hr 41.505329111318055
Time 44s	hr 44.053447488541174
Time 45s	hr 46.089198371595764
Time 46s	hr 44.830692407054705
Time 47s	hr 46.04148839444926
Time 48s	hr 47.53114464106389
Time 49s	hr 49.83241152369512
Time 50s	hr 45.567700806469695
Time 51s	hr 48.27491932082911
Time 52s	hr 48.66506117540068
Time 53s	hr 50.149485866078514
Time 54s	hr 51.80722216853836
Time 55s	hr 50.38332261638042
Time 56s	hr 50.38332261638042
Time 57s	hr 39.982850022862735
Time 58s	hr 37.31770766277965
Time 59s	hr 35.6495672494073
Time 60s	hr 39.99808542497714
