Time 1s	hr 56.69363894536404
Time 2s	hr 57.92587079086578
Time 3s	hr 49.69178875076367
Time 4s	hr 51.969942317695626
Time 5s	hr 51.89970658501084
Time 6s	hr 49.52150107510942
Time 7s	hr 48.47486811806473
Time 8s	hr 45.241453800512346
Time 9s	hr 41.680038598892835
Time 10s	hr 35.77160502696535
Time 11s	hr 37.30085926052236
Time 12s	hr 37.00550697452123
Time 13s	hr 41.74297348478336
Time 14s	hr 43.83249785954047
Time 15s	hr 46.11825299840907
Time 16s	hr 46.562064127341564
Time 17s	hr 47.79952401632229
Time 18s	hr 51.91753522539749
Time 19s	hr 59.64430373911174
Time 20s	hr 59.27828946040847
Time 21s	hr 70.02679913931775
Time 22s	hr 70.30341959933847
Time 23s	hr 60.510995997681846
Time 24s	hr 58.34934516353273
Time 25s	hr 54.701455914702365
Time 26s	hr 54.30687825802851
Time 27s	hr 48.876231289727414
Time 28s	hr 44.10812442981727
Time 29s	hr 37.773747290960934
Time 30s	hr 38.354737318790775
Time 31s	hr 41.79030153248555
Time 32s	hr 39.69625221728179
Time 33s	hr 42.59624491382823
Time 34s	hr 41.55124270071438
Time 35s	hr 42.275160990606174
Time 36s	hr 40.94996940218095
Time 37s	hr 38.91755028333911
Time 38s	hr 41.04343680501514
Time 39s	hr 36.878783423843245
Time 40s	hr 33.249327982593435
Time 41s	hr 32.65779416086278
Time 42s	hr 35.75440584659245
Time 43s	hr 32.48361211919689
Time 44s	hr 33.57543384888514
Time 45s	hr 36.08211061584332
Time 46s	hr 34.22811599447523
Time 47s	hr 37.30291888750004
Time 48s	hr 33.27923165619826
Time 49s	hr 36.96175370214914
Time 50s	hr 32.327370662060694
Time 51s	hr 39.12617045531279
Time 52s	hr 37.02527275181328
Time 53s	hr 35.508261707250746
Time 54s	hr 36.56526833360981
Time 55s	hr 42.77353717761536
Time 56s	hr 49.17079771611327
Time 57s	hr 51.802461801915214
Time 58s	hr 61.482318197636744
Time 59s	hr 63.839452798850836
Time 60s	hr 68.14751280834872
