Time 1s	hr 67.55382249476283
Time 2s	hr 65.01027832200236
Time 3s	hr 59.21296625358619
Time 4s	hr 56.73661755765351
Time 5s	hr 59.784551753750335
Time 6s	hr 54.99520141406648
Time 7s	hr 57.80264404707598
Time 8s	hr 55.90776411619546
Time 9s	hr 54.831146000878256
Time 10s	hr 60.313505379013186
Time 11s	hr 66.1855365910164
Time 12s	hr 68.0767177161262
Time 13s	hr 73.48461365798812
Time 14s	hr 75.25940505810105
Time 15s	hr 76.34191269403513
Time 16s	hr 75.61959170256225
Time 17s	hr 76.43671808887467
Time 18s	hr 76.12339657563736
Time 19s	hr 77.49933999087182
Time 20s	hr 71.91781950765495
Time 21s	hr 72.36743472893744
Time 22s	hr 69.20117290536159
Time 23s	hr 69.1784748995209
Time 24s	hr 66.74317794466693
Time 25s	hr 70.08922251830971
Time 26s	hr 67.39433349669581
Time 27s	hr 70.8738204059354
Time 28s	hr 75.92334812517166
Time 29s	hr 76.68362656424428
Time 30s	hr 68.7847499123553
Time 31s	hr 70.22559781774785
Time 32s	hr 68.57453063383262
Time 33s	hr 67.3806339053645
Time 34s	hr 63.25888855123528
Time 35s	hr 66.36359592205777
Time 36s	hr 62.15844581507931
Time 37s	hr 58.41891984563699
Time 38s	hr 59.25754444834271
Time 39s	hr 60.92806171963702
Time 40s	hr 60.570520462289366
Time 41s	hr 59.131579173864715
Time 42s	hr 65.79983886417085
Time 43s	hr 68.5588388180369
Time 44s	hr 69.08456742071021
Time 45s	hr 71.33771492221065
Time 46s	hr 66.30561214385277
Time 47s	hr 66.86874177535914
Time 48s	hr 64.39064620263733
Time 49s	hr 68.00310482028155
Time 50s	hr 69.51751185517331
Time 51s	hr 66.44567706992524
Time 52s	hr 67.57703167274306
Time 53s	hr 66.66450310052268
Time 54s	hr 70.07371361835186
Time 55s	hr 69.5976911788467
Time 56s	hr 68.89420921519715
Time 57s	hr 72.02170367492583
Time 58s	hr 74.4318486734999
Time 59s	hr 70.98498518064655
Time 60s	hr 69.9170546014434
