Time 1s	hr 42.19238030692788
Time 2s	hr 43.733780234256756
Time 3s	hr 43.706365340416426
Time 4s	hr 44.3540176323283
Time 5s	hr 46.88943734148967
Time 6s	hr 46.882063180479236
Time 7s	hr 47.376874975078046
Time 8s	hr 51.0876003766689
Time 9s	hr 51.0876003766689
Time 10s	hr 47.63038188584843
Time 11s	hr 43.952233842460764
Time 12s	hr 49.41114561329344
Time 13s	hr 49.611156027582055
Time 14s	hr 44.15813338775852
Time 15s	hr 43.55052814710546
Time 16s	hr 41.32262852275864
Time 17s	hr 43.538097885568824
Time 18s	hr 42.330377093461856
Time 19s	hr 42.50465608146865
Time 20s	hr 43.93942852135076
Time 21s	hr 36.36667022554881
Time 22s	hr 38.162647141332954
Time 23s	hr 36.767234005173066
Time 24s	hr 34.78654633103573
Time 25s	hr 31.761167202567666
Time 26s	hr 33.11480733991384
Time 27s	hr 32.4764272829571
Time 28s	hr 31.928357023952575
Time 29s	hr 31.672340097756887
Time 30s	hr 31.614256749416715
Time 31s	hr 30.73379612078642
Time 32s	hr 29.736668051197523
Time 33s	hr 30.55191546456058
Time 34s	hr 27.614156866958293
Time 35s	hr 29.60059911612608
Time 36s	hr 27.285456558336023
Time 37s	hr 28.499568267165326
Time 38s	hr 29.34471096248349
Time 39s	hr 31.465241095461412
Time 40s	hr 31.32751193323673
Time 41s	hr 35.540354112439346
Time 42s	hr 38.39729560167627
Time 43s	hr 43.50393134151538
Time 44s	hr 48.12383059091641
Time 45s	hr 54.164759991886086
Time 46s	hr 56.096845968859746
Time 47s	hr 57.52830569419876
Time 48s	hr 56.38572337291564
Time 49s	hr 66.69863828838339
Time 50s	hr 67.93110957964316
Time 51s	hr 66.66017511776275
Time 52s	hr 59.59059802497882
Time 53s	hr 58.033819982380166
Time 54s	hr 51.64886638700864
Time 55s	hr 56.1848630885507
Time 56s	hr 56.862592256594944
Time 57s	hr 56.97916053679034
Time 58s	hr 55.17954048093187
Time 59s	hr 53.338700391896936
Time 60s	hr 55.389210132630915
