Time 1s	hr 65.91978975200543
Time 2s	hr 64.08321384751198
Time 3s	hr 62.95422853008277
Time 4s	hr 64.11880958941727
Time 5s	hr 62.73499745860525
Time 6s	hr 64.34681526376791
Time 7s	hr 62.954922764383944
Time 8s	hr 60.74647393295542
Time 9s	hr 62.0177296055715
Time 10s	hr 59.65106644728939
Time 11s	hr 58.51193741043166
Time 12s	hr 56.56019022323323
Time 13s	hr 57.61618292617534
Time 14s	hr 61.718850863712156
Time 15s	hr 68.70181807911301
Time 16s	hr 73.86805515629351
Time 17s	hr 76.53115157476216
Time 18s	hr 76.25909727340411
Time 19s	hr 73.56330783176004
Time 20s	hr 72.292644568446
Time 21s	hr 72.95428072395718
Time 22s	hr 68.26192933841301
Time 23s	hr 65.79998003628423
Time 24s	hr 63.45015349067847
Time 25s	hr 57.255957956905924
Time 26s	hr 60.09083871998262
Time 27s	hr 63.836106329460335
Time 28s	hr 72.59659372547318
Time 29s	hr 70.25709788724697
Time 30s	hr 69.87248324741056
Time 31s	hr 72.51295957656357
Time 32s	hr 69.08927656649912
Time 33s	hr 69.32649311934489
Time 34s	hr 69.59354333880937
Time 35s	hr 70.12500078890564
Time 36s	hr 71.07774774282234
Time 37s	hr 65.29126553254761
Time 38s	hr 72.39282346687529
Time 39s	hr 72.36478131043484
Time 40s	hr 66.83998125272213
Time 41s	hr 70.01348226290112
Time 42s	hr 63.46220267892099
Time 43s	hr 63.48655326233025
Time 44s	hr 64.91166020701962
Time 45s	hr 60.628773736973955
Time 46s	hr 63.26678886787584
Time 47s	hr 58.61799098168808
Time 48s	hr 60.420256112403315
Time 49s	hr 58.41000692353379
Time 50s	hr 57.55105428629002
Time 51s	hr 63.415025308778326
Time 52s	hr 64.5905153899703
Time 53s	hr 59.703317630439614
Time 54s	hr 60.57814027038918
Time 55s	hr 58.77726504531178
Time 56s	hr 57.052311200748555
Time 57s	hr 57.468935273461526
Time 58s	hr 60.74199382557558
Time 59s	hr 63.18838745720618
Time 60s	hr 67.12176852923902
