Time 1s	hr 74.33200278672932
Time 2s	hr 70.17746072215316
Time 3s	hr 72.0647605384629
Time 4s	hr 74.12509074403864
Time 5s	hr 76.27974286225808
Time 6s	hr 76.18418499535973
Time 7s	hr 75.41917111125457
Time 8s	hr 73.08071246021026
Time 9s	hr 73.67019685692209
Time 10s	hr 78.91903717897706
Time 11s	hr 82.3167641691583
Time 12s	hr 72.87690358571353
Time 13s	hr 72.02436806992434
Time 14s	hr 70.95720746060648
Time 15s	hr 69.69616905502622
Time 16s	hr 68.26645518684134
Time 17s	hr 66.29385653505524
Time 18s	hr 64.63228575924171
Time 19s	hr 67.57786613549655
Time 20s	hr 66.56982679995704
Time 21s	hr 66.3496223683604
Time 22s	hr 62.518402552284535
Time 23s	hr 62.33060748428113
Time 24s	hr 64.90014809348393
Time 25s	hr 64.37730318519806
Time 26s	hr 68.99258367357908
Time 27s	hr 68.89672346703998
Time 28s	hr 66.75590042507817
Time 29s	hr 65.00454170481716
Time 30s	hr 70.73591069269752
Time 31s	hr 73.64395323154966
Time 32s	hr 69.46581117485515
Time 33s	hr 71.08174245187087
Time 34s	hr 70.70886613223149
Time 35s	hr 68.97365281706627
Time 36s	hr 71.2018451167048
Time 37s	hr 71.84107346464846
Time 38s	hr 70.02065757927475
Time 39s	hr 69.04770637852297
Time 40s	hr 69.0118597508382
Time 41s	hr 70.0279896569512
Time 42s	hr 63.48010907914136
Time 43s	hr 63.09356881411038
Time 44s	hr 58.3460628595415
Time 45s	hr 58.97062386016765
Time 46s	hr 59.316603036018066
Time 47s	hr 57.27992709920088
Time 48s	hr 57.61926419431398
Time 49s	hr 58.46758537577659
Time 50s	hr 57.59872207635469
Time 51s	hr 62.132372460337294
Time 52s	hr 68.32600157377712
Time 53s	hr 69.92402807322695
Time 54s	hr 69.1354561659383
Time 55s	hr 64.53027781607534
Time 56s	hr 64.0431298885202
Time 57s	hr 65.8094874566681
Time 58s	hr 63.587817998439284
Time 59s	hr 69.19582364622578
Time 60s	hr 75.50106597019118
