Time 1s	hr 70.18917268841257
Time 2s	hr 67.96797954336984
Time 3s	hr 68.43255492166301
Time 4s	hr 72.0668052077599
Time 5s	hr 73.60000824320045
Time 6s	hr 79.73527724395416
Time 7s	hr 81.44297318641377
Time 8s	hr 80.29660412587182
Time 9s	hr 79.443928690291
Time 10s	hr 79.82449351449606
Time 11s	hr 78.16721010840429
Time 12s	hr 76.85621201862126
Time 13s	hr 73.55909457214014
Time 14s	hr 72.53903333627028
Time 15s	hr 69.88335515070628
Time 16s	hr 64.0004846970052
Time 17s	hr 64.67570764790845
Time 18s	hr 55.756424384283285
Time 19s	hr 59.770820742028626
Time 20s	hr 62.56076344484532
Time 21s	hr 63.20356962805927
Time 22s	hr 67.55124475808704
Time 23s	hr 65.59105498926651
Time 24s	hr 64.8299548102807
Time 25s	hr 65.95843892804872
Time 26s	hr 69.02069052063781
Time 27s	hr 73.71961592973854
Time 28s	hr 79.84761437674584
Time 29s	hr 82.02867672409745
Time 30s	hr 77.29024273483975
Time 31s	hr 78.52109266811848
Time 32s	hr 75.06254821400475
Time 33s	hr 77.06758770711565
Time 34s	hr 77.35577837027945
Time 35s	hr 72.22824756586327
Time 36s	hr 67.67548946554028
Time 37s	hr 62.61467682389378
Time 38s	hr 70.14377135001051
Time 39s	hr 69.63932464289331
Time 40s	hr 65.16427462914456
Time 41s	hr 64.22734012072925
Time 42s	hr 62.814775965815755
Time 43s	hr 64.65326416712865
Time 44s	hr 70.54170342138897
Time 45s	hr 79.59185033840458
Time 46s	hr 82.44470798095148
Time 47s	hr 77.50268689436712
Time 48s	hr 77.28072364545761
Time 49s	hr 78.6895221841082
Time 50s	hr 82.54287245048056
Time 51s	hr 84.05351208656269
Time 52s	hr 80.49761977310763
Time 53s	hr 78.54960682049085
Time 54s	hr 80.25498366471692
Time 55s	hr 78.88240221590917
Time 56s	hr 80.62629013693196
Time 57s	hr 81.77556645463252
Time 58s	hr 83.77659925822577
Time 59s	hr 78.2862458292505
Time 60s	hr 79.36247755491843
