Time 1s	hr 66.99621135308344
Time 2s	hr 69.3852108360425
Time 3s	hr 66.47305014350297
Time 4s	hr 66.7108737389991
Time 5s	hr 71.46820070055281
Time 6s	hr 70.59889761532745
Time 7s	hr 73.37958856464843
Time 8s	hr 72.04596820955405
Time 9s	hr 68.52175460641882
Time 10s	hr 68.78677993295989
Time 11s	hr 68.88014329073124
Time 12s	hr 76.59909874350988
Time 13s	hr 79.50980452218406
Time 14s	hr 73.55967850742061
Time 15s	hr 75.65981744609758
Time 16s	hr 67.19105347457686
Time 17s	hr 67.5150100214197
Time 18s	hr 75.35255491000503
Time 19s	hr 79.62416495815637
Time 20s	hr 76.53275629799357
Time 21s	hr 72.44363533928579
Time 22s	hr 68.58838361985708
Time 23s	hr 61.58326678633842
Time 24s	hr 63.226875257745526
Time 25s	hr 65.43542403390455
Time 26s	hr 60.33487801421465
Time 27s	hr 57.07714232632271
Time 28s	hr 53.73663574067436
Time 29s	hr 60.64538209168261
Time 30s	hr 63.81035833759986
Time 31s	hr 70.47067362917453
Time 32s	hr 72.36840438885969
Time 33s	hr 74.32489347892167
Time 34s	hr 79.68576474060987
Time 35s	hr 80.1260551317464
Time 36s	hr 81.90523161477135
Time 37s	hr 80.6985857231504
Time 38s	hr 71.03166890994623
Time 39s	hr 76.31403709587555
Time 40s	hr 71.5799409900927
Time 41s	hr 73.38315070824359
Time 42s	hr 72.81503293539107
Time 43s	hr 74.12627590238553
Time 44s	hr 72.58397795787432
Time 45s	hr 74.65931631871767
Time 46s	hr 75.51588123629922
Time 47s	hr 74.19782643032147
Time 48s	hr 72.40288731451743
Time 49s	hr 74.42251511115279
Time 50s	hr 75.0964410398956
Time 51s	hr 75.28588274031951
Time 52s	hr 72.15485139538654
Time 53s	hr 72.46406408247114
Time 54s	hr 72.76589745364377
Time 55s	hr 72.77611387996039
Time 56s	hr 68.85393716984012
Time 57s	hr 72.544220676176
Time 58s	hr 68.61317246912392
Time 59s	hr 67.97447748698613
Time 60s	hr 64.71185176749154
