Time 1s	hr 56.72731902593389
Time 2s	hr 55.713344689365286
Time 3s	hr 55.86473583242506
Time 4s	hr 57.75451102838589
Time 5s	hr 60.575279186163186
Time 6s	hr 62.979326469274476
Time 7s	hr 62.46918967507667
Time 8s	hr 62.92818566231286
Time 9s	hr 68.27449869785629
Time 10s	hr 70.25487628185577
Time 11s	hr 77.82769078972073
Time 12s	hr 81.28113067304825
Time 13s	hr 74.72528727072967
Time 14s	hr 76.43538531228366
Time 15s	hr 76.39685219966414
Time 16s	hr 76.93407290627643
Time 17s	hr 72.64924463663442
Time 18s	hr 69.7583747465558
Time 19s	hr 65.05772550298086
Time 20s	hr 73.66357470973549
Time 21s	hr 65.25376247484706
Time 22s	hr 69.4497094397782
Time 23s	hr 65.09328388326708
Time 24s	hr 64.86378847659036
Time 25s	hr 67.13371797698734
Time 26s	hr 74.79279675560649
Time 27s	hr 73.83562602181517
Time 28s	hr 76.27101030635185
Time 29s	hr 78.61915889635456
Time 30s	hr 75.7130465440899
Time 31s	hr 73.56843338739003
Time 32s	hr 78.77912833651745
Time 33s	hr 79.08164853999926
Time 34s	hr 80.45656003335691
Time 35s	hr 73.4509365800323
Time 36s	hr 72.40908447006767
Time 37s	hr 71.55262618140249
Time 38s	hr 71.89542307445849
Time 39s	hr 73.23215091149054
Time 40s	hr 73.93566073619868
Time 41s	hr 69.44369111484127
Time 42s	hr 67.75794143965683
Time 43s	hr 73.61737219477126
Time 44s	hr 76.61800057984958
Time 45s	hr 75.75137951152705
Time 46s	hr 80.35272704432913
Time 47s	hr 80.93349271559012
Time 48s	hr 79.78544752102214
Time 49s	hr 81.18411739739298
Time 50s	hr 84.53249450221432
Time 51s	hr 81.85387611841591
Time 52s	hr 85.08937544884272
Time 53s	hr 83.40367934689645
Time 54s	hr 83.11744022238771
Time 55s	hr 81.51369020728696
Time 56s	hr 82.49931462107733
Time 57s	hr 82.42727252848982
Time 58s	hr 75.3542797159658
Time 59s	hr 72.79482150875239
Time 60s	hr 79.67285996833964
