Time 1s	hr 69.97641466148825
Time 2s	hr 69.2172888007496
Time 3s	hr 76.88982535950048
Time 4s	hr 80.13001718521981
Time 5s	hr 81.77896080014955
Time 6s	hr 86.37447333995844
Time 7s	hr 82.59501770546547
Time 8s	hr 76.44883329573706
Time 9s	hr 77.91749984733583
Time 10s	hr 78.83929807008121
Time 11s	hr 84.39495827734615
Time 12s	hr 84.66076456834239
Time 13s	hr 81.32235112630813
Time 14s	hr 82.98174782412895
Time 15s	hr 69.01862263613222
Time 16s	hr 66.81009106093771
Time 17s	hr 65.62731712282547
Time 18s	hr 63.83184818786317
Time 19s	hr 63.582338301528196
Time 20s	hr 63.35258657154404
Time 21s	hr 61.166561317455766
Time 22s	hr 63.841577550913776
Time 23s	hr 65.01676934186742
Time 24s	hr 72.02223968191194
Time 25s	hr 76.00445749252862
Time 26s	hr 75.52938546270373
Time 27s	hr 76.09266852633668
Time 28s	hr 76.14971634970321
Time 29s	hr 76.16444619416919
Time 30s	hr 70.05284611578367
Time 31s	hr 69.30650451940437
Time 32s	hr 69.53109860030747
Time 33s	hr 66.35727880345308
Time 34s	hr 65.76127604614682
Time 35s	hr 69.56947918643253
Time 36s	hr 72.22879534659128
Time 37s	hr 70.90908792036062
Time 38s	hr 77.47438209778295
Time 39s	hr 77.07421814735481
Time 40s	hr 77.26991061337502
Time 41s	hr 75.98336563716943
Time 42s	hr 72.81984072035355
Time 43s	hr 76.88859355384477
Time 44s	hr 77.5523060476486
Time 45s	hr 74.61490857067308
Time 46s	hr 77.40596360700361
Time 47s	hr 75.48928695880875
Time 48s	hr 76.02609169006237
Time 49s	hr 76.26347526619007
Time 50s	hr 73.71117106310996
Time 51s	hr 76.86955567367909
Time 52s	hr 70.99684682564565
Time 53s	hr 69.69432985622478
Time 54s	hr 70.7441212894647
Time 55s	hr 69.44639835510498
Time 56s	hr 63.11699890788687
Time 57s	hr 63.808120304340704
Time 58s	hr 64.76479800075339
Time 59s	hr 62.438635829028996
Time 60s	hr 64.02848055112162
