Time 1s	hr 65.71666365611293
Time 2s	hr 65.01184575423822
Time 3s	hr 68.4659213418057
Time 4s	hr 69.47532090282296
Time 5s	hr 69.6902506992726
Time 6s	hr 72.87333223179886
Time 7s	hr 66.59253437756396
Time 8s	hr 72.64911748714074
Time 9s	hr 70.70573713814592
Time 10s	hr 74.9797307634658
Time 11s	hr 77.06425270601606
Time 12s	hr 69.02270872216211
Time 13s	hr 61.337598553051016
Time 14s	hr 61.817196156518484
Time 15s	hr 58.403309330510275
Time 16s	hr 59.5590675464149
Time 17s	hr 55.17319636464686
Time 18s	hr 55.66656109262742
Time 19s	hr 56.45494969764572
Time 20s	hr 58.14652210737667
Time 21s	hr 55.27928594968241
Time 22s	hr 59.91774159557341
Time 23s	hr 61.6002601830717
Time 24s	hr 61.35417750164351
Time 25s	hr 64.54010350413692
Time 26s	hr 69.70729831505452
Time 27s	hr 73.39319887447847
Time 28s	hr 67.03243013735347
Time 29s	hr 66.10257400819077
Time 30s	hr 73.73164972845758
Time 31s	hr 71.49999326708263
Time 32s	hr 74.17582315692458
Time 33s	hr 71.84724961217077
Time 34s	hr 74.24580262955668
Time 35s	hr 69.48004419436069
Time 36s	hr 64.08518921103989
Time 37s	hr 66.27791942166952
Time 38s	hr 72.42606588762231
Time 39s	hr 70.02848688818217
Time 40s	hr 70.67106455318942
Time 41s	hr 74.96261942131068
Time 42s	hr 77.4649150371826
Time 43s	hr 69.42875649678442
Time 44s	hr 70.2789730864582
Time 45s	hr 69.70515742862464
Time 46s	hr 70.85800422054054
Time 47s	hr 71.23172287078143
Time 48s	hr 74.12574856710877
Time 49s	hr 76.35020743483804
Time 50s	hr 65.71225457978818
Time 51s	hr 62.69400747688696
Time 52s	hr 63.55209971476931
Time 53s	hr 64.98448056881104
Time 54s	hr 64.52586573099298
Time 55s	hr 62.706655444032755
Time 56s	hr 61.96815252146903
Time 57s	hr 57.674022685648495
Time 58s	hr 61.32528645637357
Time 59s	hr 61.62060717988323
Time 60s	hr 60.74226993113393
