Time 1s	hr 58.95373174665619
Time 2s	hr 65.73462185426273
Time 3s	hr 65.73462185426273
Time 4s	hr 60.776931777893864
Time 5s	hr 58.77292707396389
Time 6s	hr 59.01412059277646
Time 7s	hr 63.695308143091445
Time 8s	hr 62.02352847046711
Time 9s	hr 51.36522029136681
Time 10s	hr 49.01073132166059
Time 11s	hr 44.643849386575795
Time 12s	hr 46.54975127692155
Time 13s	hr 43.23529996712934
Time 14s	hr 43.49616574049687
Time 15s	hr 38.818883704771395
Time 16s	hr 37.82071096170939
Time 17s	hr 40.765857751638976
Time 18s	hr 45.09879067270734
Time 19s	hr 51.5790914279205
Time 20s	hr 52.46262890208625
Time 21s	hr 47.41385381838807
Time 22s	hr 44.81436354128849
Time 23s	hr 49.61412921094605
Time 24s	hr 48.847908508953495
Time 25s	hr 48.847908508953495
Time 26s	hr 40.658145141085676
Time 27s	hr 36.9101292283093
Time 28s	hr 39.19765919418843
Time 29s	hr 37.14431532255071
Time 30s	hr 41.37855364047399
Time 31s	hr 42.389244750524504
Time 32s	hr 35.57194542163315
Time 33s	hr 37.22001822850439
Time 34s	hr 40.548368019421495
Time 35s	hr 44.38294893331747
Time 36s	hr 45.308706339775846
Time 37s	hr 43.87834369825117
Time 38s	hr 44.122060346280776
Time 39s	hr 42.96668246817538
Time 40s	hr 43.76258820212852
Time 41s	hr 43.4338751361098
Time 42s	hr 43.229616437303164
Time 43s	hr 40.39381954364129
Time 44s	hr 36.17296842782388
Time 45s	hr 37.08333206717845
Time 46s	hr 37.23871956690275
Time 47s	hr 41.53320183767876
Time 48s	hr 48.08457836912367
Time 49s	hr 47.11292271350206
Time 50s	hr 49.83341571592977
Time 51s	hr 58.87991486749506
Time 52s	hr 57.76315024646858
Time 53s	hr 62.59911671718976
Time 54s	hr 60.91133371772199
Time 55s	hr 58.840753471975596
Time 56s	hr 57.212499057335016
Time 57s	hr 52.69607327854496
Time 58s	hr 53.49792385702961
Time 59s	hr 53.689519148165814
Time 60s	hr 51.8975585442298
