Time 1s	hr 71.20390768771391
Time 2s	hr 67.46081193768391
Time 3s	hr 65.25148835925961
Time 4s	hr 63.151411191958296
Time 5s	hr 61.060106642899655
Time 6s	hr 64.00130596798115
Time 7s	hr 66.53630069627111
Time 8s	hr 62.3908997631872
Time 9s	hr 56.746213122908586
Time 10s	hr 56.755317421454826
Time 11s	hr 58.85422977829394
Time 12s	hr 64.39980428899787
Time 13s	hr 63.52803111374789
Time 14s	hr 57.81424943309475
Time 15s	hr 58.244092687282354
Time 16s	hr 62.656357635144374
Time 17s	hr 66.69588020326748
Time 18s	hr 66.19639643367489
Time 19s	hr 66.19630514290725
Time 20s	hr 70.93416719241839
Time 21s	hr 63.26014043709436
Time 22s	hr 65.85138915316564
Time 23s	hr 67.6433831411738
Time 24s	hr 69.05683657330125
Time 25s	hr 59.12823627862235
Time 26s	hr 66.06496006030721
Time 27s	hr 63.583809883391474
Time 28s	hr 62.89523430754662
Time 29s	hr 63.09394271650273
Time 30s	hr 68.9563691738418
Time 31s	hr 68.48161555518537
Time 32s	hr 73.1318796530388
Time 33s	hr 77.16943788012537
Time 34s	hr 75.2041840599796
Time 35s	hr 73.19214576547077
Time 36s	hr 70.46890408098865
Time 37s	hr 71.25057684628489
Time 38s	hr 67.28352199632583
Time 39s	hr 67.30320165255995
Time 40s	hr 65.5183841856088
Time 41s	hr 57.828094359641106
Time 42s	hr 58.75799824209047
Time 43s	hr 57.095508955024364
Time 44s	hr 61.313260552678
Time 45s	hr 64.11386965191069
Time 46s	hr 64.310491050797
Time 47s	hr 66.02435096907948
Time 48s	hr 62.4940789753453
Time 49s	hr 66.26748532487566
Time 50s	hr 66.82286545215482
Time 51s	hr 62.43720075020945
Time 52s	hr 62.43992469838006
Time 53s	hr 66.00246697421285
Time 54s	hr 63.858567067398845
Time 55s	hr 62.73165558845044
Time 56s	hr 59.40405391085307
Time 57s	hr 59.20064850583311
Time 58s	hr 56.850763335202004
Time 59s	hr 60.56403147930143
Time 60s	hr 61.9501167105819
