Time 1s	hr 56.074818761511594
Time 2s	hr 54.83256616988386
Time 3s	hr 51.032502965656306
Time 4s	hr 48.374892517035285
Time 5s	hr 38.302620642961045
Time 6s	hr 37.352957747267936
Time 7s	hr 33.82645253958455
Time 8s	hr 36.43435802873724
Time 9s	hr 28.462893121919958
Time 10s	hr 30.63175662364904
Time 11s	hr 33.7096661737382
Time 12s	hr 37.15087657235359
Time 13s	hr 38.28000242082828
Time 14s	hr 44.113527633817554
Time 15s	hr 45.21379179974714
Time 16s	hr 49.58457697076477
Time 17s	hr 45.89009058889454
Time 18s	hr 46.91007138644151
Time 19s	hr 44.73504852692667
Time 20s	hr 43.967645723949964
Time 21s	hr 42.32631294605804
Time 22s	hr 42.65329579274319
Time 23s	hr 38.70611187891783
Time 24s	hr 41.01137000361079
Time 25s	hr 44.68533243222042
Time 26s	hr 46.546807602716925
Time 27s	hr 51.43389998061123
Time 28s	hr 50.811536992363216
Time 29s	hr 58.54291942416255
Time 30s	hr 60.97498141635228
Time 31s	hr 62.48787474863959
Time 32s	hr 63.87735751764144
Time 33s	hr 64.11924606709503
Time 34s	hr 69.75442698214218
Time 35s	hr 70.55466636483
Time 36s	hr 72.3885190264456
Time 37s	hr 73.48276707196794
Time 38s	hr 73.17066843333988
Time 39s	hr 72.2785911272986
Time 40s	hr 74.83514158468043
Time 41s	hr 77.98032770777338
Time 42s	hr 72.56836033277132
Time 43s	hr 66.34513202092502
Time 44s	hr 62.47756303441743
Time 45s	hr 55.45921912618045
Time 46s	hr 53.47276773419005
Time 47s	hr 52.40630367039947
Time 48s	hr 56.86055381947538
Time 49s	hr 49.3097948781329
Time 50s	hr 44.15047585934487
Time 51s	hr 44.388248921309206
Time 52s	hr 47.10591466575384
Time 53s	hr 43.240521260779225
Time 54s	hr 45.61698049523241
Time 55s	hr 48.39496534673678
Time 56s	hr 45.715389352203495
Time 57s	hr 48.59310164432807
Time 58s	hr 50.63833112843851
Time 59s	hr 49.4296421717161
Time 60s	hr 51.839536761899154
